LANDYADDRESSPOINT,LANDXADDRESSPOINT,ADDRESSPOSTALCODE,ADDRESSBUILDINGNAME,HYPERLINK,PHOTOURL,ADDRESSUNITNUMBER,ADDRESSFLOORNUMBER,ADDRESSSTREETNAME,ADDRESSBLOCKHOUSENUMBER,DESCRIPTION,INC_CRC,FMEL_UPD_D,NAME,lon,lat
0,0,98854,,,,,,Telok Blangah Road,434,"Operating Hours: Monday ? Friday: 8.30am ? 9.30pm  Saturday: 9am ? 4pm  Closed on Sundays, Christmas, New Year and Chinese New Year. We are open on rest of the public holidays.",5AB246115C3F248B,20160127095840,Pilates Fitness,103.81293029168,1.27029599179716
0,0,269748,,,,6,2,2nd Avenue Junction,733,,B3C3A5372AD5DC1F,20160127095840,Pilates Flow,103.799469917652,1.32982544868962
0,0,428766,,,,5,6,East Coast Road,46,,D6386C12A786B0C7,20160127095840,Pilates Inc - The Moving Body Group - East Coast,103.903338648384,1.30438467004432
0,0,449408,Parkway Centre,,,5,,Marine Parade Central,1,,E63CC7C7DC804474,20160127095840,Platinum Yoga,103.905996039697,1.30188733852456
0,0,569931,Aramsa ~ The Garden Spa,,,,,Bishan Park II,,Operating Hours: Monday to Thursday: 8:30am to 1:30pm & 4:30pm to 9:30pm Friday:  8:30am to 1:30pm  Saturday:  8:30am to 5:30pm  Sunday:  9.30am to 1.30pm,A96E493522B51019,20160127095840,PowerMoves Pilates - Bishan Park,103.84749323637,1.36254434770061
0,0,249683,,,,,,Dempsey Road,6,Operating Hours: Monday to Thursday: 8:30am to 1:30pm & 4:30pm to 9:30pm Friday:  8:30am to 1:30pm  Saturday:  8:30am to 5:30pm  Sunday:  9.30am to 1.30pm,CD2E40A13B047C9D,20160127095840,PowerMoves Pilates - Dempsey Hill,103.808565893546,1.30484978466339
0,0,48622,,,,,,30 Raffles Place,4,,55F348B63DA0EC03,20160127095840,Pure Yoga - Chevron House,103.851927274914,1.28423792027966
0,0,238873,Ngee Ann City Tower A,,,,,391A Orchard Road,18,,80D12C516CF43CFE,20160127095840,Pure Yoga - Ngee Ann City,103.83467613466,1.30242417909429
0,0,238843,The Centrepoint,,,6,6,Orchard Road,176,,17CFC6C940B57390,20160127095840,Real Yoga,103.839758898411,1.30197804716068
0,0,207629,Teck Heng Long Industrial Building,,,3,1,Syed Alwi Road,11,,C1D57D06F78833B4,20160127095840,Reebok CrossFit Enduro,103.858169031632,1.30681472605594
0,0,368241,Citimac Building,,,11,7,Blk B,605,,31AD9522FBA3F2BE,20160127095840,Singapore CrossFit Hub,103.887714301749,1.33378882726631
0,0,89835,,,,,3,Bukit Pasoh Rd,21B,Tel: 90679100/ 98386704,4E3130390C3D3425,20160127095840,Sivananda Yoga Vedanta Centre,103.840532034232,1.27901545155803
0,0,99254,HarbourFront Tower 2,,,1,16,HarbourFront Place,3,,36A4F41E7C420D17,20160127095840,Sky Fitness - Harbourfront,103.818686870632,1.26448635050271
0,0,469645,,,,,,Bedok North St 2,5,"Facilities: Standard Gymnasium Equipment Operating Hours: 7.00 AM to 10.00 PM (Mon/Wed/Fri), 8.30 AM to 10.00 PM (Tue/Thur), 8.30 AM to 8.00 PM (Sat), (9.00 AM to 8.00 Pm (Sun), 9.00 AM to 5.00 PM (Public Holiday) Tel: 6244 5387",75B1D5A52513200F,20160127095840,Bedok ClubFITT Gym,103.938328173262,1.32585712140622
0,0,258373,,,,,,Nassim Road,6,,6A3697AF1FF07C6F,20160127095840,Spaboutique,103.825932498525,1.30778575196489
0,0,238882,Liat Towers,,,,,Orchard Road,4,Operating Hours: Monday - Friday:  7am - 10pm  Saturday:  8am - 10pm  Sunday:  8am - 8pm,ECC6FB237686A01D,20160127095840,The Gym At Orchard,103.829984827987,1.30550611670641
0,0,78999,,,,1,2,Tras Street,60,,900FFAC2BAC9586E,20160127095840,The Pilates Place,103.844133723257,1.27787296456741
0,0,138632,,,,11,23,Fusionopolis Way,1,"Facilities: Cardio equipment, weight machines, free weights, swimming pool, Group Exercise studio, Mind and Body studio. Operating Hours: Monday ? Friday : 6.00am ? 10.00pm  Saturday : 7.00am ? 7.00pm Sunday and Public Holidays : 8.00am ? 6.00pm Tel: 6438 4484",9E0F71EB521A8E23,20170921144815,Fitness First - Fusionopolis,103.787404060028,1.29929406658312
0,0,208539,,,,1,6,Kitchener Road,180,Operating Hours: Monday-Friday:  8.00 AM - 10.00 PM Saturday: 9.00 AM - 9.30 PM Sunday & Public Holiday: 9.00 AM - 9.00 PM,1D075CE9E2DB70DC,20170921144815,Amore Fitness - City Square Mall,103.856487121487,1.31139349438914
0,0,89752,,,,,,Cantonment Road,51,Working Hours:  Monday - Friday 7am - 10pm Saturday 7am - 8pm Sunday 7am - 6pm Tel: 6222 6517,534BEFC669635369,20160504170134,E's FITNESS PTE. LTD.,103.840386703019,1.27870948631099
0,0,247974,Spa Boutique,,,,,Nassim Road,6,Tel: 68870760/ 94571096,932A900A6346F19A,20160127095840,YogaDivas - Nassim Road,103.814556916597,1.29792400181845
0,0,248371,Valley Point,,,1,2,River Valley Rd,491,,ABBD171C5FB606F7,20160127095840,Absolute Yoga - River Valley,103.826940812301,1.29301786111442
0,0,269758,Spa Boutique,,,,,Nassim Road,6,,FC71B3A9BE8CC69A,20160127095840,Yoga On Nassim,103.796264512395,1.3310218845731
0,0,258373,Leonie Hill Condo,,,,,Leonie Hill Road,,,6A3697AFDE3C67E1,20160127095840,YogaDivas - Leonie Hill,103.825932498525,1.30778575196489
0,0,247974,Phoenix Park,,,,,Tanglin Road,308,,932A900ADA8D102D,20160127095840,YogaDivas - Phoenix Park,103.814556916597,1.29792400181845
0,0,449408,,,,1,7,Marine Parade Central,1,Operating Hours: Mon ? Fri : 9am ? 10pm Sat ? Sun : 9am ? 4pm,E63CC7C7C3C8A2DF,20160127095840,Ananda Marga Yoga Society of Singapore - Parkway Centre,103.905996039697,1.30188733852456
0,0,199551,,,,0,2,Beach Road,287,,0315F25C07EC3F64,20160127095840,Balancing Rocks Yoga Studio,103.860481773329,1.30097708408221
0,0,259760,,,,4,4,Bukit Timah Road,501,,D1ABF0A06FAE584E,20160127095840,Basic Essence,103.814245545298,1.32257317593847
0,0,287988,,,,1,2,Turf Club Road,2,,FC46CA789110B05E,20160127095840,Being In Yoga,103.795941517598,1.33589728896884
0,0,428915,,,,5,2,East Coast Road,217,,B51077E952EEDD45,20160127095840,Breathe Pilates - East Coast,103.906933727641,1.30759648523611
0,0,588172,Goh & Goh Building,,,,,Upper Bukit Timah Road,110M,Operating Hours: Monday - Friday: 8.00am - 2.00pm 3.00pm - 9.00pm Saturday: 9.00am - 4.00pm Sunday & PH: Closed,395714429B806FF4,20160127095840,Slender Shapes - Upper Bukit Timah,103.776280180624,1.34094072442015
0,0,68611,,,,,2,Telok Ayer Street,157A,,D5CF6BE11AFD0623,20160127095840,Absolute Yoga - Telok Ayer,103.847638181705,1.28041369547153
0,0,69250,,,,8,,Gemmil Lane,,,E12B723270D39FAE,20160510155332,Pilatique Pilates Studio,103.846934447584,1.2824640229959
0,0,589820,,,,,,A Binjai Park,5,,2C4C2676E4D02F56,20160127095840,Canvass Art and Yoga Studio,103.786616299314,1.33583564516194
0,0,238876,,,,5,6,,,,52C2AA03A80F1CC5,20160127095840,COMO Shambhala Urban Escape,103.828468717265,1.30717806036195
0,0,229233,,,,5,4,Handy Road,2,"Facilities: Cardio, strength and stretch areas and a Group Exercise studio Operating Hours: Monday ? Friday : 6.00am ? 10.30pm  Saturday: 6.30am ? 10.30pm Sunday and Public Holidays : 8.00am ? 10.00pm Tel: 6732 4111",A83A7EE1E338FE98,20160127095840,Fitness First - The Cathay,103.847789792828,1.29918374721933
0,0,238862,,,,3,8,Orchard Road,302,,48A1BC63BFFBB884,20160127095840,Focus Pilates - Orchard,103.834826945699,1.30394638048361
0,0,48979,,,,0,12,Malacca Street,20,,146FD2E76AF1A98C,20160127095840,Focus Pilates - Raffles Place,103.850711622748,1.28394229110606
0,0,79017,,,,,,Tras Street,78,Operating Hours: Monday - Friday: 7.30am - 9.30pm Saturday: 8.30am - 1.00pm,3184BE45EA24B962,20160127095840,Genesis Gym - CBD,103.844050900534,1.27742661017112
0,0,398007,,,,20,1,,41306,Operating Hours: Monday - Friday: 7.30am - 9.30pm Saturday: 8.30am - 1.00pm,8ECD88F1C9D9C8FC,20160127095840,Genesis Gym - Mounbatten,103.881270808537,1.30746518712488
0,0,159837,,,,,,Bukit Merah Central,3500,Operating Hours: Monday - Friday: 7.30am - 9.00pm Saturday: 7.30am - 3.00pm,C34C57B8FCD041D3,20160127095840,Gold's Gym - Bukit Merah,103.818078216386,1.28205540617869
0,0,574363,,,,,,A Upper Thomson Road,232,"Operating Hours: Mon - Fri: 12pm to 10pm Sat, Sun & PH: 9am to 7pm",77541E8EC177DEE4,20160127095840,Green Yoga,103.835093523472,1.35306949447786
0,0,49745,,,,1,2,Canton Street,3,Operating Hours: Monday & Friday: 9.30am - 10.00pm Tuesday - Thursday: 7.00am - 10.30pm Saturday & Sunday: 9.30am - 7.00pm,AFFC85770638F52B,20160127095840,H.om Yoga,103.849431927363,1.28621325740623
0,0,68805,,,,6,3,Shenton Way,3,Operating Hours: Weekdays: 12.15pm - 9.45pm Saturday: 9.30am - 5.30pm Sunday: 11.00am - 5.30pm,A2A479FA606148A4,20160127095840,Impact Mixed Martial Arts,103.850071543607,1.27851893758259
0,0,68909,,,,1,1,Robinson Road,146,,AD9F9000BEBC9F24,20160127095840,Impakt Singapore,103.848096103439,1.27816986401168
0,0,308899,,,,31,2,Goldhill Plaza,1,,3C9373D12BA7E236,20160127095840,Iyengar Yoga Centre Singapore - Goldhill Centre,103.842889382967,1.31782868295281
0,0,88875,,,,,,Neil Road,146B,,5EE4FB8BA1708A35,20160127095840,Iyengar Yoga Centre Singapore - Neil Road Centre,103.840648509607,1.27828754868066
0,0,208574,,,,,,King George's Ave,340B,,D84656A0FF0465BC,20160127095840,Jagsport,103.862434227156,1.31015179809918
0,0,89129,,,,,,Keong Siak Road,22,,8241A65DAFFC7C4F,20160127095840,Kapap Singapore,103.841668651741,1.28004625410654
0,0,449290,Laguna Park,,,27,1,Marine Parade Road,5000,,099AC91AF17E3FE1,20160127095840,Kate Porter Yoga,103.931988303014,1.31004098717818
0,0,180010,,,,50,1,Selegie Road,10,,1679DDC29E8498C7,20160127095840,Oasis Holistic,103.850537243387,1.30370879489711
0,0,189203,,,,,,Haji Lane,10A,,D08D3C89A2C6FE0B,20160127095840,OhmSantih Yoga,103.859384497354,1.30050427305572
0,0,88507,,,,,,A Tanjong Pagar Road,86,Operating Hours: Monday - Friday: 7.30am - 9.00pm Saturday: 7.30am - 3.00pm,5DCBB969F19760DA,20161208083431,Gold's Gym - Tanjong Pagar,103.843683536784,1.27843513234261
0,0,88509,,,,,,Tanjong Pagar Road,88A,,D2D1FC4B571EA9BE,20161208083431,Masters' Yoga Sadhan,103.843673722806,1.27839696546876
0,0,49870,,,,1,2,,41276,Operating Hours: Monday - Friday: 7.00am - 9.00pm Saturday: 7.00am - 4.00pm Sunday and Public Holiday: 8.00am - 3.00pm,202E559F0023EC78,20161208083431,Fitness Factory -,103.849144620549,1.2884814659674
0,0,238882,Far East Shopping Centre,,,10,16,Orchard Road,545,P: +65-97615523 E: info@activered.sg,ECC6FB238AF634C4,20161208083431,Active Life Center,103.829984827987,1.30550611670641
0,0,648886,,,,,3,Jurong West Central 3,63,Operating Hours: Monday - Friday: 9.00 AM - 10.00 PM  Saturday: 9.00 AM - 9.30 PM Sunday & Public Holiday: 9.00 AM - 9.00 PM,CB59096796BD4CB6,20160127095840,Amore Fitness - Jurong Point 2,103.706460886826,1.33983014805774
0,0,179030,,,,17,2,River Valley Road,177,Operating Hours: Monday - Friday: 10.30 AM - 9.30 PM Saturday: 10.30 AM - 9.00 PM Sunday & Public Holiday: 10.30 AM - 9.00 PM,4441732872B3FC5F,20160127095840,Amore Fitness - Liang Court,103.844586298874,1.29151478613339
0,0,529536,,,,18,5,Tampines Central 1,10,Operating Hours: Monday-Friday: 8.00 AM - 10.00 PM Saturday: 9.00 AM - 9.30 PM Sunday & Public Holiday: 9.00 AM - 9.00 PM,90D4D9CD3BD92CEA,20160127095840,Amore Fitness - Tampines 1,103.94501945797,1.35431556438278
